strike,moneyness,T,type,market_price,market_iv,computed_iv,bs_price_market,bs_price_computed
600.0,1.1153500366210938,0.4575342465753425,put,10.42,0.2008441732788085,0.2224049466108439,7.9707491191447986,10.420000273593601
735.0,0.9104898258131378,1.282191780821918,call,30.26,0.1799169533538818,0.140159001807936,42.15014217163457,30.26000000000016
642.0,1.0423832117954148,0.3232876712328767,put,14.55,0.1621024952697753,0.1955977984134946,10.273068685265542,14.550000001384404
670.0,0.9988209283173974,0.0931506849315068,put,10.5,0.1203090899658203,0.1392425044167461,8.96271622547414,10.500000000005173
625.0,1.07073603515625,0.7041095890410959,put,19.8,0.1754232849121093,0.2057505488716219,14.426574131468556,19.800000004893207
668.0,1.001811410138707,0.0164383561643835,put,3.33,0.0988859643554687,0.1199842332352683,2.6198910651407914,3.329999999999984
661.0,1.0124206081280729,0.1315068493150684,put,9.2,0.1351099673461914,0.1488789349860825,7.954215216065791,9.200000000049585
630.0,1.0622381301153274,0.0164383561643835,call,40.54,0.2612378564453125,0.3299806904553908,39.917468639319395,40.540000064800665
614.0,1.0899186025613294,0.0164383561643835,put,0.12,0.2695385546875,0.3063830189907925,0.04294405851889005,0.12000000002158018
598.0,1.1190803043021007,0.4,put,8.77,0.2044299528503417,0.2237128283419126,6.829713092959722,8.770000553867987
665.0,1.0063308601092575,0.0136986301369863,put,2.06,0.1024870025634765,0.1262369710886252,1.4122753641929364,2.0600000058806245
592.0,1.130422334413271,0.073972602739726,put,0.85,0.2594068200683594,0.2716383309816771,0.6660820372719769,0.8500002433877363
661.0,1.0124206081280729,0.0054794520547945,put,0.32,0.0933928552246093,0.1337379103505275,0.06283072561073766,0.3200001372832446
640.0,1.0456406593322751,0.2082191780821917,call,42.87,0.2171251383972168,0.1796476879857091,46.60808108148956,42.870000138775424
675.0,0.9914222547743056,1.282191780821918,call,64.14,0.2226258768463134,0.1654573692636995,80.63410070965489,64.14000056017125
680.0,0.9841323852539062,0.0547945205479452,call,3.24,0.1122830471801757,0.1099505059546962,3.3674892272031514,3.2400001337669266
630.0,1.0622381301153274,0.7041095890410959,put,20.81,0.1714560394287109,0.2026609834084425,15.129100792093965,20.810000002273853
681.0,0.9826872569348843,0.0356164383561643,call,1.47,0.1004118280029296,0.1019564675132462,1.4148714296767082,1.4700000001024023
599.0,1.11721205671562,0.2410958904109589,call,78.98,0.2894510752868651,0.195430921604141,85.83265783375452,78.98000000218133
683.0,0.9798096954211658,0.1506849315068493,call,8.99,0.1396875582885742,0.1271823351397778,10.245525431880878,8.99000000002465
705.0,0.9492340737200798,0.3232876712328767,put,37.55,0.1045011425781249,0.1395880076255517,32.93500593874717,37.550000031737454
710.0,0.942549326722051,0.3808219178082191,call,9.87,0.1453637710571289,0.1286468119775987,12.326446291886867,9.870000239635715
664.0,1.0078464186335183,0.0082191780821917,put,0.98,0.0919280261230468,0.1214607842067232,0.4831843821354056,0.9800000000005014
651.0,1.027972383982575,0.1315068493150684,put,6.94,0.1502465347290039,0.1616832087461607,6.020385314972117,6.940000045548317
770.0,0.8691039246398133,0.3808219178082191,call,0.92,0.1278773736572265,0.1182804479716486,1.3535255141722047,0.9200001864605305
685.0,0.9769489371863594,0.7041095890410959,call,36.53,0.1904072659301758,0.1562295962375285,44.14356692099966,36.529999606632714
675.0,0.9914222547743056,0.0054794520547945,put,6.25,0.0760590441894531,0.1243762032604315,5.7551819106848825,6.250000000095383
651.0,1.027972383982575,0.0931506849315068,put,5.35,0.152779468383789,0.164254693334867,4.603849986313065,5.350000144213482
640.0,1.0456406593322751,0.3232876712328767,put,12.45,0.1643149975585937,0.1842150743281347,9.974900459322328,12.450000014317368
661.0,1.0124206081280729,0.010958904109589,put,0.99,0.1097501135253906,0.1378994078890694,0.5113321095307555,0.9900000000226328
652.0,1.0263957392218654,0.1315068493150684,put,7.26,0.1488122229003906,0.1619167231034941,6.190424721990354,7.260000023330235
681.0,0.9826872569348843,0.2410958904109589,call,14.82,0.1498040342712402,0.1316333723464385,17.194561334330615,14.820000060809548
665.0,1.0063308601092575,0.7041095890410959,put,29.79,0.142487518081665,0.1823397113056877,21.314972061335823,29.79000000000005
665.0,1.0063308601092575,1.282191780821918,call,71.83,0.2278023692703247,0.1736314428740234,87.12978968330646,71.8300000000005
676.0,0.9899556538057044,0.1315068493150684,call,11.37,0.1470422210693359,0.1332117011001846,12.705747115675933,11.370000030403219
615.0,1.088146377191311,0.0547945205479452,put,0.89,0.2213212634277343,0.2362875238431557,0.6482815029719724,0.8900000002911383
684.0,0.9783772251062226,0.2410958904109589,call,14.93,0.1466302378845214,0.1422372980938557,15.500502724973614,14.92999999999995
725.0,0.923048306169181,1.282191780821918,call,35.01,0.1854100624847412,0.1439292056627709,47.52386976719657,35.009999999999934
685.0,0.9769489371863594,0.0547945205479452,call,1.75,0.1063932135009765,0.1039311944266317,1.8575704897959895,1.75000000032216
673.0,0.9943685319058784,0.2410958904109589,call,20.95,0.1593101647949218,0.1497458316776376,22.198644052597615,20.95000000920527
633.0,1.0572038261811316,0.0547945205479452,put,1.5,0.1854939849853515,0.196845470160678,1.201066868251516,1.500000000911939
636.0,1.052217015680277,0.1315068493150684,put,5.02,0.1728293167114258,0.1866361057444746,4.124178914843185,5.020000000000124
651.0,1.027972383982575,0.0136986301369863,call,19.37,0.1519860192871094,0.1959530299171458,18.851434751999477,19.370000000298546
689.0,0.9712772452433328,0.0547945205479452,call,1.03,0.1023649334716796,0.1014177272143915,1.0616834512034927,1.030000241187878
685.0,0.9769489371863594,0.3232876712328767,put,26.67,0.1143734803771972,0.1508218082850618,21.165882685359634,26.670000015180392
602.0,1.1116445547718543,0.073972602739726,put,1.01,0.2407302490234374,0.2504760774633019,0.8322246615243252,1.0100000000151468
656.0,1.020137228616854,0.0547945205479452,put,3.58,0.1391687646484375,0.1470215421898181,3.1899116805755057,3.580000362723098
650.0,1.029553879957933,0.736986301369863,call,60.9,0.2235261363983154,0.1750230496669395,71.03435177062738,60.900000000193074
667.0,1.003313376270849,0.0164383561643835,call,5.4,0.1095975271606445,0.1151811458386302,5.216350203645902,5.400000000005548
705.0,0.9492340737200798,0.7041095890410959,call,25.21,0.1745153960418701,0.1442166009881625,31.954070711558757,25.20999999999998
710.0,0.942549326722051,0.0931506849315068,call,0.47,0.1118252880859374,0.1097626332375963,0.5150560162217559,0.47000005820490287
678.0,0.987035430638136,0.0356164383561643,call,2.3,0.1048063153076171,0.1050223712543036,2.2907849621783214,2.3000004021728557
625.0,1.07073603515625,0.1315068493150684,call,51.7,0.2415847326660156,0.2074689491965163,53.81032386480939,51.700000000000614
